,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
332,333,43,113600,1258.15332,Male,West,47,Toys,60.79089476,12-03-2022,11-04-2023,113600,12-03-2022,11-04-2023
333,334,20,29900,44.4352712,Male,North,18,Home & Garden,37.3254959,08-01-2021,13-08-2021,29900,08-01-2021,13-08-2021
335,336,37,53000,1489.741206,Male,East,28,Home & Garden,65.04382638,14-10-2021,27-11-2023,53000,14-10-2021,27-11-2023
340,341,50,79100,1905.782306,Male,South,22,Electronics,94.96941809,24-03-2021,18-12-2022,79100,24-03-2021,18-12-2022
345,346,18,70100,34.52161866,Female,East,6,Electronics,24.64342808,21-11-2021,04-11-2022,70100,21-11-2021,04-11-2022
346,347,28,35900,71.10259787,Male,South,27,Clothing,6.395789682,23-02-2022,10-10-2023,35900,23-02-2022,10-10-2023
347,348,45,67300,1115.515466,Male,East,25,Home & Garden,53.72034866,20-02-2021,18-01-2023,67300,20-02-2021,18-01-2023
348,349,74,37100,1050.48982,Female,West,29,Health,84.5899646,27-01-2021,30-09-2021,37100,27-01-2021,30-09-2021
350,351,67,117800,419.646834,Female,North,16,Clothing,78.30674702,29-06-2022,18-09-2022,117800,29-06-2022,18-09-2022
351,352,40,116900,531.0457797,Male,South,12,Electronics,83.63960073,03-03-2021,26-10-2022,116900,03-03-2021,26-10-2022
352,353,48,34300,244.8104718,Male,North,20,Clothing,45.44035588,19-10-2022,16-11-2023,34300,19-10-2022,16-11-2023
353,354,47,28000,1836.735159,Male,North,18,Clothing,59.09550659,20-06-2021,11-11-2022,28000,20-06-2021,11-11-2022
354,355,59,68400,1560.066264,Female,West,34,Home & Garden,53.39122985,13-10-2021,28-06-2022,68400,13-10-2021,28-06-2022
355,356,52,86800,1648.231441,Female,East,23,Electronics,93.91958616,27-04-2021,03-01-2023,86800,27-04-2021,03-01-2023
356,357,24,97500,1807.4723,Female,North,45,Electronics,72.55056851,04-01-2021,01-04-2021,97500,04-01-2021,01-04-2021
357,358,77,85500,1059.301974,Male,West,27,Clothing,92.53428108,07-03-2021,21-04-2022,85500,07-03-2021,21-04-2022
358,359,33,70700,913.3625191,Male,West,49,Home & Garden,22.00099781,01-03-2021,27-12-2022,70700,01-03-2021,27-12-2022
359,360,43,97500,674.1751179,Female,South,17,Toys,31.02368518,17-05-2022,18-06-2022,97500,17-05-2022,18-06-2022
360,361,65,22600,1186.644936,Female,West,48,Health,7.091347318,17-08-2021,29-11-2022,22600,17-08-2021,29-11-2022
361,362,74,42700,919.4712256,Male,South,21,Electronics,49.99079567,10-04-2021,30-05-2023,42700,10-04-2021,30-05-2023
363,364,77,40700,1875.11717,Male,South,31,Home & Garden,32.68466971,10-03-2021,15-08-2022,40700,10-03-2021,15-08-2022
364,365,66,38800,1968.382398,Male,West,3,Clothing,12.82821069,26-10-2022,21-04-2023,38800,26-10-2022,21-04-2023
366,367,18,54600,1518.381019,Male,East,26,Electronics,44.75002725,11-08-2021,26-11-2021,54600,11-08-2021,26-11-2021
369,370,29,38400,137.0295253,Male,East,28,Electronics,81.99798081,30-07-2021,07-12-2021,38400,30-07-2021,07-12-2021
375,376,26,102000,586.0830569,Female,North,29,Home & Garden,92.04410365,04-03-2021,22-11-2022,102000,04-03-2021,22-11-2022
376,377,58,26600,1351.331829,Male,West,23,Toys,64.36327976,27-01-2022,07-10-2023,26600,27-01-2022,07-10-2023
379,380,65,27400,675.6700485,Male,South,10,Toys,14.97255641,22-02-2021,13-08-2021,27400,22-02-2021,13-08-2021
380,381,33,49300,1536.623718,Male,South,27,Electronics,78.26629269,07-02-2021,20-02-2023,49300,07-02-2021,20-02-2023
381,382,20,44300,839.0837844,Male,West,49,Health,58.81100533,04-11-2021,13-06-2023,44300,04-11-2021,13-06-2023
383,384,41,108600,1167.645813,Male,South,39,Clothing,33.29008462,22-02-2021,11-08-2021,108600,22-02-2021,11-08-2021
385,386,73,53400,1977.309174,Female,South,45,Home & Garden,87.47625238,29-08-2022,09-09-2022,53400,29-08-2022,09-09-2022
386,387,50,39500,102.0276159,Female,East,3,Electronics,58.12620384,28-03-2022,02-12-2023,39500,28-03-2022,02-12-2023
387,388,41,22400,1936.249421,Female,South,47,Clothing,52.45440657,06-04-2022,17-08-2023,22400,06-04-2022,17-08-2023
388,389,69,82100,1108.731073,Male,West,37,Toys,81.64480421,01-05-2022,27-08-2022,82100,01-05-2022,27-08-2022
389,390,28,95500,1927.054874,Female,East,31,Home & Garden,74.93351798,17-05-2021,01-11-2023,95500,17-05-2021,01-11-2023
392,393,53,27600,355.6181019,Female,North,18,Home & Garden,76.85001074,30-01-2022,18-08-2023,27600,30-01-2022,18-08-2023
393,394,55,91800,120.9302565,Female,East,35,Home & Garden,16.87010289,06-02-2021,07-11-2022,91800,06-02-2021,07-11-2022
395,396,37,38500,431.4111735,Male,North,3,Home & Garden,84.33026752,27-05-2021,30-07-2021,38500,27-05-2021,30-07-2021
396,397,79,66800,1183.640096,Male,West,5,Toys,57.82538453,08-01-2021,05-12-2021,66800,08-01-2021,05-12-2021
398,399,65,64700,677.3332134,Male,South,28,Toys,48.45880832,09-10-2022,31-03-2023,64700,09-10-2022,31-03-2023
399,400,79,65300,1567.632465,Male,North,19,Home & Garden,92.64811007,25-07-2022,02-09-2023,65300,25-07-2022,02-09-2023
400,401,42,106600,885.3620132,Male,South,28,Home & Garden,35.3971748,27-09-2022,17-12-2023,106600,27-09-2022,17-12-2023
401,402,52,87200,1262.935921,Female,West,27,Clothing,72.45220023,23-03-2022,17-04-2023,87200,23-03-2022,17-04-2023
402,403,42,70700,1301.966723,Male,North,13,Toys,30.09865093,20-09-2021,10-08-2023,70700,20-09-2021,10-08-2023
405,406,63,68000,1380.845214,Female,West,21,Clothing,73.77655131,16-09-2021,19-04-2023,68000,16-09-2021,19-04-2023
406,407,35,33200,1923.999298,Female,South,27,Toys,15.00241794,19-11-2021,23-11-2023,33200,19-11-2021,23-11-2023
407,408,19,103500,1465.881802,Female,South,46,Clothing,50.48020332,14-06-2022,07-03-2023,103500,14-06-2022,07-03-2023
408,409,71,34400,989.9435439,Male,West,6,Clothing,21.23214849,28-10-2021,17-08-2023,34400,28-10-2021,17-08-2023
409,410,52,88700,1268.82054,Male,East,38,Clothing,7.462412142,30-04-2022,26-03-2023,88700,30-04-2022,26-03-2023
410,411,33,85700,1484.572138,Male,West,49,Electronics,61.74519819,02-04-2021,08-12-2021,85700,02-04-2021,08-12-2021
413,414,53,98300,405.6515254,Female,West,41,Electronics,58.06458004,01-12-2021,26-12-2022,98300,01-12-2021,26-12-2022
415,416,21,89300,559.8482817,Male,North,39,Home & Garden,65.048335,26-08-2021,21-12-2021,89300,26-08-2021,21-12-2021
416,417,50,113300,1468.492997,Male,East,7,Home & Garden,67.31133023,17-11-2022,30-12-2023,113300,17-11-2022,30-12-2023
417,418,31,94100,756.7980262,Male,North,30,Toys,17.89285116,24-03-2021,22-03-2023,94100,24-03-2021,22-03-2023
418,419,38,77400,1053.33097,Male,East,21,Home & Garden,49.26096789,31-10-2022,13-12-2022,77400,31-10-2022,13-12-2022
420,421,37,50700,378.8266109,Female,North,25,Electronics,47.09568524,27-06-2021,10-02-2023,50700,27-06-2021,10-02-2023
421,422,73,90300,1915.249988,Male,East,32,Electronics,80.08265764,07-09-2021,24-01-2022,90300,07-09-2021,24-01-2022
422,423,25,68800,1782.473346,Male,South,8,Toys,46.06989877,21-07-2022,26-04-2023,68800,21-07-2022,26-04-2023
423,424,24,37000,1311.50472,Female,South,5,Home & Garden,6.285067826,29-10-2022,19-05-2023,37000,29-10-2022,19-05-2023
424,425,20,87300,930.0963028,Female,South,30,Home & Garden,90.55416612,01-04-2021,05-12-2021,87300,01-04-2021,05-12-2021
425,426,34,79700,1358.00736,Female,North,8,Toys,54.48158875,05-12-2021,27-01-2023,79700,05-12-2021,27-01-2023
427,428,65,57900,1145.733466,Male,North,19,Home & Garden,57.2354512,18-06-2021,12-03-2022,57900,18-06-2021,12-03-2022
428,429,29,83900,137.1706023,Female,West,44,Clothing,6.963631598,19-05-2021,12-01-2022,83900,19-05-2021,12-01-2022
431,432,39,95000,1988.281676,Female,West,36,Electronics,21.43398793,15-09-2022,01-04-2023,95000,15-09-2022,01-04-2023
433,434,39,29300,1465.743438,Male,North,27,Electronics,45.94415119,19-06-2021,13-02-2023,29300,19-06-2021,13-02-2023
436,437,55,51000,272.5889457,Male,North,37,Health,58.17484179,18-05-2021,23-08-2021,51000,18-05-2021,23-08-2021
437,438,55,25800,829.9885943,Male,West,48,Health,24.09520426,28-01-2021,24-12-2022,25800,28-01-2021,24-12-2022
439,440,68,31000,619.6031802,Female,North,39,Clothing,12.27056993,02-02-2022,11-04-2023,31000,02-02-2022,11-04-2023
443,444,44,35000,1878.55633,Female,South,44,Health,40.6935912,02-03-2022,14-09-2022,35000,02-03-2022,14-09-2022
444,445,51,20800,712.7116807,Male,North,7,Home & Garden,96.198262,16-05-2021,09-08-2021,20800,16-05-2021,09-08-2021
446,447,47,47700,1318.68856,Female,West,27,Clothing,55.31767061,03-10-2022,12-04-2023,47700,03-10-2022,12-04-2023
448,449,45,38500,643.7208042,Male,North,35,Toys,92.11471376,24-09-2021,18-06-2022,38500,24-09-2021,18-06-2022
449,450,64,60000,464.7128313,Female,East,15,Toys,88.41119539,17-04-2021,03-12-2022,60000,17-04-2021,03-12-2022
450,451,50,49200,156.9240641,Male,West,28,Health,9.799474203,14-07-2022,12-04-2023,49200,14-07-2022,12-04-2023
451,452,22,101900,1658.447508,Male,South,35,Toys,63.42974105,18-05-2021,16-02-2023,101900,18-05-2021,16-02-2023
452,453,77,42300,523.990275,Female,East,7,Electronics,80.80989805,07-09-2022,29-07-2023,42300,07-09-2022,29-07-2023
453,454,78,33600,956.5944566,Male,West,46,Toys,83.55746896,16-02-2021,23-03-2022,33600,16-02-2021,23-03-2022
454,455,65,40400,105.764241,Male,North,46,Electronics,57.79071425,27-10-2022,11-11-2022,40400,27-10-2022,11-11-2022
456,457,21,111200,674.5107846,Female,East,32,Toys,97.37129016,06-01-2021,01-03-2022,111200,06-01-2021,01-03-2022
457,458,52,43700,1494.578721,Female,East,38,Toys,47.21967028,07-06-2022,17-09-2022,43700,07-06-2022,17-09-2022
460,461,61,38700,1036.086663,Female,South,26,Home & Garden,42.41508801,29-09-2021,29-04-2023,38700,29-09-2021,29-04-2023
461,462,45,41300,278.3990281,Male,North,39,Clothing,24.21807182,07-03-2021,02-01-2023,41300,07-03-2021,02-01-2023
462,463,47,84200,892.2675365,Female,South,20,Toys,32.73336257,24-02-2022,30-03-2022,84200,24-02-2022,30-03-2022
463,464,46,68600,648.2648453,Female,East,18,Clothing,98.53576098,05-12-2021,27-07-2023,68600,05-12-2021,27-07-2023
465,466,70,108700,140.638869,Female,West,22,Toys,52.67250165,14-04-2022,11-09-2023,108700,14-04-2022,11-09-2023
466,467,23,71600,1394.15448,Male,West,22,Electronics,84.8294266,27-11-2021,26-01-2022,71600,27-11-2021,26-01-2022
468,469,77,52700,651.7092472,Female,North,2,Health,32.44534216,11-05-2021,27-07-2022,52700,11-05-2021,27-07-2022
470,471,54,115000,1817.869877,Female,West,43,Toys,11.40863104,20-12-2022,19-07-2023,115000,20-12-2022,19-07-2023
473,474,66,81100,651.0054159,Female,East,13,Home & Garden,91.74606573,31-08-2021,24-07-2022,81100,31-08-2021,24-07-2022
474,475,63,69200,227.2584217,Male,East,41,Clothing,72.56781335,08-04-2022,28-12-2022,69200,08-04-2022,28-12-2022
475,476,70,71800,274.6210422,Female,North,9,Health,7.461324066,16-12-2021,29-09-2023,71800,16-12-2021,29-09-2023
476,477,48,53300,1156.224184,Female,South,49,Health,40.2895611,17-01-2021,30-10-2021,53300,17-01-2021,30-10-2021
478,479,77,96000,81.24314516,Female,West,41,Health,51.12067433,29-12-2021,17-02-2023,96000,29-12-2021,17-02-2023
481,482,78,26800,268.2431915,Male,West,4,Toys,10.43350529,09-06-2022,30-11-2023,26800,09-06-2022,30-11-2023
483,484,49,41100,1291.331285,Male,East,32,Toys,45.11460431,24-02-2022,26-11-2022,41100,24-02-2022,26-11-2022
485,486,50,108000,999.1518277,Female,West,2,Clothing,73.79863823,14-01-2021,06-07-2022,108000,14-01-2021,06-07-2022
486,487,20,87900,260.9567073,Female,East,40,Toys,91.99347318,13-02-2021,04-09-2023,87900,13-02-2021,04-09-2023
488,489,42,99100,645.833814,Female,North,20,Clothing,39.55821119,22-10-2021,03-06-2023,99100,22-10-2021,03-06-2023
490,491,48,49200,1620.621867,Female,West,42,Toys,73.267197,14-04-2021,16-09-2021,49200,14-04-2021,16-09-2021
492,493,75,97100,605.5801739,Male,South,8,Clothing,16.40832852,03-03-2021,12-12-2021,97100,03-03-2021,12-12-2021
493,494,20,100300,526.3725291,Male,North,28,Electronics,22.13685595,19-07-2022,27-04-2023,100300,19-07-2022,27-04-2023
494,495,57,104800,668.2934983,Female,North,46,Health,15.48112406,16-02-2022,14-06-2023,104800,16-02-2022,14-06-2023
495,496,63,57800,345.9486162,Female,East,21,Electronics,30.23690338,22-09-2022,13-12-2023,57800,22-09-2022,13-12-2023
498,499,49,85800,781.7705015,Female,East,8,Toys,52.42340379,18-07-2021,27-10-2022,85800,18-07-2021,27-10-2022
499,500,64,20300,883.2704575,Male,East,31,Health,26.92099191,05-02-2021,27-03-2022,20300,05-02-2021,27-03-2022
500,501,39,99500,1196.217942,Female,South,37,Clothing,82.91957791,04-08-2021,17-12-2021,99500,04-08-2021,17-12-2021
501,502,40,21900,1187.51392,Female,North,16,Home & Garden,0.659240534,09-08-2022,11-10-2022,21900,09-08-2022,11-10-2022
502,503,19,24200,153.4062056,Male,West,40,Home & Garden,22.31149585,02-11-2021,28-05-2023,24200,02-11-2021,28-05-2023
503,504,44,26700,1666.450757,Male,North,42,Electronics,60.52407576,21-07-2022,06-08-2022,26700,21-07-2022,06-08-2022
504,505,59,105200,371.1065754,Male,East,27,Health,9.671050197,12-01-2021,02-09-2021,105200,12-01-2021,02-09-2021
505,506,19,109100,1451.681839,Female,South,40,Toys,46.63122159,24-03-2021,04-07-2022,109100,24-03-2021,04-07-2022
506,507,43,85100,1549.888556,Male,South,41,Clothing,43.62072965,01-02-2021,29-12-2022,85100,01-02-2021,29-12-2022
507,508,34,53400,1435.501078,Male,West,18,Clothing,85.25230068,12-02-2022,01-10-2022,53400,12-02-2022,01-10-2022
508,509,57,37100,1166.37574,Male,South,35,Clothing,62.53971932,27-03-2021,07-08-2022,37100,27-03-2021,07-08-2022
510,511,26,110800,733.5434749,Female,North,15,Toys,95.18076018,14-12-2022,07-04-2023,110800,14-12-2022,07-04-2023
512,513,71,60000,787.1535659,Female,South,17,Clothing,65.33947322,13-09-2021,16-02-2022,60000,13-09-2021,16-02-2022
513,514,65,31300,1729.690192,Male,South,40,Electronics,52.20014502,29-08-2021,25-03-2023,31300,29-08-2021,25-03-2023
516,517,59,22600,546.6754323,Male,South,31,Health,98.7456617,28-03-2022,15-05-2022,22600,28-03-2022,15-05-2022
517,518,72,83000,678.9061205,Male,South,37,Electronics,70.50212595,01-01-2021,09-09-2023,83000,01-01-2021,09-09-2023
523,524,30,62900,1635.836504,Male,East,17,Clothing,41.5045494,11-11-2022,29-07-2023,62900,11-11-2022,29-07-2023
524,525,77,72800,57.51189868,Male,East,14,Toys,21.48460116,29-04-2021,04-05-2022,72800,29-04-2021,04-05-2022
526,527,24,21300,432.6311558,Male,West,46,Electronics,21.12547308,21-03-2021,16-10-2022,21300,21-03-2021,16-10-2022
530,531,37,46200,133.0919835,Female,North,48,Home & Garden,46.83054874,01-06-2022,24-03-2023,46200,01-06-2022,24-03-2023
533,534,63,36200,1808.382782,Male,East,33,Home & Garden,25.72136788,11-04-2022,27-11-2023,36200,11-04-2022,27-11-2023
536,537,29,75500,844.2003058,Male,North,26,Health,57.18099946,27-02-2021,27-06-2023,75500,27-02-2021,27-06-2023
537,538,68,46900,726.0112254,Male,West,8,Clothing,69.73875616,03-12-2021,06-02-2022,46900,03-12-2021,06-02-2022
538,539,40,112100,1825.217236,Female,South,34,Clothing,67.3698641,25-05-2022,14-09-2023,112100,25-05-2022,14-09-2023
540,541,45,108800,1034.185121,Female,South,31,Clothing,77.96482057,02-03-2022,10-08-2023,108800,02-03-2022,10-08-2023
547,548,42,115700,760.4153263,Female,East,16,Home & Garden,86.30679963,12-01-2022,30-09-2023,115700,12-01-2022,30-09-2023
550,551,78,101900,320.7346212,Male,South,20,Health,22.83104256,09-02-2022,05-03-2023,101900,09-02-2022,05-03-2023
551,552,39,50100,670.5451368,Male,North,1,Toys,36.12617291,07-05-2022,09-07-2023,50100,07-05-2022,09-07-2023
552,553,75,107500,127.8427738,Female,South,27,Home & Garden,2.19705708,07-03-2021,04-06-2021,107500,07-03-2021,04-06-2021
554,555,39,46500,1931.115084,Male,North,12,Toys,41.58902132,24-03-2021,18-11-2021,46500,24-03-2021,18-11-2021
555,556,66,38900,867.8042009,Male,West,30,Electronics,78.88701098,26-04-2022,22-11-2022,38900,26-04-2022,22-11-2022
556,557,69,63800,1271.398033,Male,West,9,Home & Garden,14.26434374,17-08-2021,21-04-2023,63800,17-08-2021,21-04-2023
557,558,59,101700,1457.700294,Male,West,37,Home & Garden,81.23550441,13-08-2021,27-05-2022,101700,13-08-2021,27-05-2022
561,562,60,20600,640.2676236,Female,North,4,Toys,16.71971295,27-05-2022,17-09-2022,20600,27-05-2022,17-09-2022
562,563,77,32800,1279.415472,Male,South,15,Health,47.64818288,22-06-2021,05-07-2023,32800,22-06-2021,05-07-2023
564,565,50,89700,33.49310184,Female,South,8,Electronics,59.61929707,02-11-2022,26-10-2023,89700,02-11-2022,26-10-2023
565,566,25,56200,1056.346226,Male,South,23,Home & Garden,86.10409345,24-07-2021,17-01-2022,56200,24-07-2021,17-01-2022
567,568,77,111400,1627.91367,Female,North,27,Home & Garden,17.56438325,15-11-2021,17-07-2023,111400,15-11-2021,17-07-2023
569,570,61,115700,1594.214875,Male,East,39,Clothing,89.15500494,05-10-2021,11-07-2023,115700,05-10-2021,11-07-2023
570,571,22,45600,660.9870347,Female,East,47,Home & Garden,94.10270827,28-05-2021,17-08-2022,45600,28-05-2021,17-08-2022
571,572,56,79100,1535.083791,Female,West,8,Clothing,56.96301043,24-03-2021,08-05-2022,79100,24-03-2021,08-05-2022
572,573,21,38100,303.4594885,Female,North,30,Clothing,50.13719346,23-02-2022,10-05-2022,38100,23-02-2022,10-05-2022
574,575,62,92000,1290.305762,Male,East,18,Health,61.63076498,06-08-2022,23-05-2023,92000,06-08-2022,23-05-2023
575,576,49,33300,70.6282022,Female,North,4,Health,17.03047049,03-07-2022,15-04-2023,33300,03-07-2022,15-04-2023
576,577,69,49100,1580.180865,Male,South,47,Toys,68.64108816,27-01-2022,22-09-2022,49100,27-01-2022,22-09-2022
577,578,47,91000,1808.431248,Female,East,43,Toys,45.23511023,13-05-2021,28-07-2023,91000,13-05-2021,28-07-2023
580,581,72,97000,183.1638243,Male,West,15,Electronics,76.45566325,27-08-2022,18-03-2023,97000,27-08-2022,18-03-2023
581,582,57,61900,1207.936359,Female,East,35,Electronics,83.54279613,30-08-2021,08-12-2021,61900,30-08-2021,08-12-2021
582,583,69,101600,981.5807934,Male,North,47,Health,61.94215539,27-03-2022,28-09-2023,101600,27-03-2022,28-09-2023
583,584,33,26500,1100.928596,Male,East,38,Home & Garden,74.87236353,19-07-2021,01-09-2021,26500,19-07-2021,01-09-2021
585,586,67,76000,1745.20419,Male,West,14,Electronics,61.8353379,27-04-2021,08-01-2022,76000,27-04-2021,08-01-2022
586,587,77,38100,1574.465641,Male,East,48,Clothing,39.45716985,07-08-2021,15-06-2022,38100,07-08-2021,15-06-2022
588,589,47,60800,1825.400885,Male,West,49,Toys,46.82709303,31-08-2021,02-01-2022,60800,31-08-2021,02-01-2022
591,592,73,98200,669.7569433,Female,South,16,Home & Garden,70.23145184,15-11-2022,23-07-2023,98200,15-11-2022,23-07-2023
592,593,36,78100,126.4691771,Female,West,38,Clothing,78.52158751,23-01-2022,03-09-2022,78100,23-01-2022,03-09-2022
593,594,45,47600,1345.326829,Female,East,10,Health,51.27134816,11-08-2022,08-05-2023,47600,11-08-2022,08-05-2023
594,595,75,108000,477.9342581,Female,North,42,Health,81.30659493,28-07-2021,24-10-2023,108000,28-07-2021,24-10-2023
595,596,72,21100,502.2708292,Female,East,37,Health,49.72572373,10-11-2021,17-06-2023,21100,10-11-2021,17-06-2023
596,597,43,57400,625.9733891,Male,East,26,Electronics,95.66343229,09-09-2022,12-02-2023,57400,09-09-2022,12-02-2023
597,598,54,94700,146.0958397,Male,South,28,Clothing,75.26717486,26-01-2021,21-03-2022,94700,26-01-2021,21-03-2022
599,600,70,20200,30.17646262,Male,South,20,Toys,82.95844714,08-05-2021,17-03-2023,20200,08-05-2021,17-03-2023
601,602,40,96300,186.8256473,Male,West,14,Toys,98.4460958,17-05-2021,24-12-2021,96300,17-05-2021,24-12-2021
602,603,26,58600,1371.652158,Male,East,46,Home & Garden,71.88190437,30-11-2021,31-05-2023,58600,30-11-2021,31-05-2023
603,604,29,48800,486.5332454,Female,East,35,Clothing,8.439074657,02-07-2022,27-11-2023,48800,02-07-2022,27-11-2023
604,605,70,75300,1888.276805,Female,North,29,Clothing,39.49604276,23-01-2022,06-07-2023,75300,23-01-2022,06-07-2023
606,607,75,56600,593.092972,Male,East,18,Home & Garden,83.90136032,18-08-2021,20-03-2022,56600,18-08-2021,20-03-2022
607,608,75,61900,1570.7666,Female,South,44,Electronics,72.93455343,25-02-2022,18-02-2023,61900,25-02-2022,18-02-2023
608,609,18,110800,1610.424911,Male,South,2,Home & Garden,36.93600706,04-05-2021,09-09-2021,110800,04-05-2021,09-09-2021
609,610,64,95400,1973.394966,Male,South,2,Clothing,65.34326875,29-03-2021,21-11-2023,95400,29-03-2021,21-11-2023
610,611,51,118800,1203.723174,Male,South,17,Clothing,57.69109079,21-05-2021,25-02-2022,118800,21-05-2021,25-02-2022
611,612,49,108000,182.2921546,Female,South,10,Clothing,12.6052609,20-02-2021,02-03-2021,108000,20-02-2021,02-03-2021
612,613,79,83300,1300.737713,Female,North,18,Toys,23.4858693,21-07-2022,02-08-2022,83300,21-07-2022,02-08-2022
